scenario,event_id,event_name,module_id,day,start_min,end_min,original_day,assigned_day,original_start_min,original_end_min,assigned_start_min,assigned_end_min,day_shift_steps,shift_minutes,is_time_shifted,is_day_shifted,is_shifted,event_size,weeks_count,assigned,assigned_room,assigned_campus,assigned_capacity,capacity_margin,unassigned_reason
central_only,E:YPJ2XM8BPZ,"The Curriculum: Context, Change, and Development - Workshop/01",EDUA11338_SV1_SEM2_2024/5,Tuesday,600.0,720.0,Tuesday,,600.0,720.0,,,,,False,False,False,30.0,5,False,,,,,timeslot_room_conflict
central_only,E:LQ8PJXPG3D,Health and Wellbeing Promotion in the University Community and Beyond - Workshop/01,EDUA08125_SV1_SEM1_2024/5,Tuesday,600.0,720.0,Tuesday,,600.0,720.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:KUD2AHUU2X-00001,Dimensions of Teaching - Workshop/04,EDUA11441_SS1_SEM1_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,3,False,,,,,timeslot_room_conflict
central_only,E:PK5D76D2XE-00001,Dimensions of Teaching - Workshop/03,EDUA11441_SS1_SEM1_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,3,False,,,,,timeslot_room_conflict
central_only,E:WVTC1JMPSX-00002-00001,Pedagogies - Workshop/04,EDUA11449_SS1_SEM2_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,4,False,,,,,timeslot_room_conflict
central_only,E:8MZOABQJT9-00001,Dimensions of Teaching - Workshop/02,EDUA11441_SS1_SEM1_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,3,False,,,,,timeslot_room_conflict
central_only,E:OGMTQZFYRI-00002-00001,Pedagogies - Workshop/01,EDUA11449_SS1_SEM2_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,5,False,,,,,timeslot_room_conflict
central_only,E:S5T3TRVYKP-00002-00001,Pedagogies - Workshop/03,EDUA11449_SS1_SEM2_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,4,False,,,,,timeslot_room_conflict
central_only,E:ZNBMC6N1GU,"The Curriculum: Context, Change, and Development - Workshop/03",EDUA11338_SV1_SEM2_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:8MZOABQJT9-00002,Dimensions of Teaching - Workshop/02,EDUA11441_SS1_SEM1_2024/5,Thursday,600.0,720.0,Thursday,,600.0,720.0,,,,,False,False,False,30.0,3,False,,,,,timeslot_room_conflict
central_only,E:5AB85WSTLF,Involving Children and Young People in Research and Participation - Workshop,EDUA11407_SV1_SEM2_2024/5,Monday,840.0,950.0,Monday,,840.0,950.0,,,,,False,False,False,30.0,8,False,,,,,timeslot_room_conflict
central_only,E:QHAPIY3W5C,The Anthropology of Education and Learning - Workshop/03,EDUA11385_SV1_SEM2_2024/5,Monday,840.0,950.0,Monday,,840.0,950.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:WOKBJ9UHOO,The Anthropology of Education and Learning - Workshop/02,EDUA11385_SV1_SEM2_2024/5,Monday,840.0,950.0,Monday,,840.0,950.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:3GQCUB17T1,Global Childhoods and Human Rights - Workshop,EDUA11408_SV1_SEM1_2024/5,Monday,840.0,950.0,Monday,,840.0,950.0,,,,,False,False,False,30.0,10,False,,,,,timeslot_room_conflict
central_only,E:EBP7DBMNMA,Education And Conflict - Lecture/03,EDUA11425_SV1_SEM2_2024/5,Tuesday,600.0,710.0,Tuesday,,600.0,710.0,,,,,False,False,False,30.0,6,False,,,,,timeslot_room_conflict
central_only,E:536ASFREI3,Dissertation (MSc Inclusive Education) - Tutorial,REDU11088_SV1_YR_2024/5,Tuesday,660.0,770.0,Tuesday,,660.0,770.0,,,,,False,False,False,30.0,6,False,,,,,timeslot_room_conflict
central_only,E:NOBUX491AY,Psychology of Physical Activity 3 - Tutorial,SPRT10053_SV1_SEM2_2024/5,Tuesday,660.0,770.0,Tuesday,,660.0,770.0,,,,,False,False,False,30.0,10,False,,,,,timeslot_room_conflict
central_only,E:B6RZ1VGX2C,Translation and Creativity - Seminar,CLLC11127_SS1_SEM1_2024/5,Tuesday,660.0,770.0,Tuesday,,660.0,770.0,,,,,False,False,False,30.0,10,False,,,,,timeslot_room_conflict
central_only,E:WEDOWMS3V8-00004,Dimensions of Teaching - Workshop/03,EDUA11441_SS1_SEM1_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,30.0,7,False,,,,,timeslot_room_conflict
central_only,E:AP9UXGBS5M-00004,Dimensions of Teaching - Workshop/04,EDUA11441_SS1_SEM1_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,30.0,7,False,,,,,timeslot_room_conflict
central_only,E:RFP53HXC9F,The Anthropology of Education and Learning - Workshop/06,EDUA11385_SV1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:ACSVZWITU9-00004,Dimensions of Teaching - Workshop/01,EDUA11441_SS1_SEM1_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,30.0,7,False,,,,,timeslot_room_conflict
central_only,E:8MPR4DQGKR,Understanding School Leadership and Culture - Lecture/Seminar,EDUA10205_SV1_YR_2024/5,Thursday,540.0,650.0,Thursday,,540.0,650.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:LDWIFCTWDB-00001,PGDE Secondary - Professional Studies Tutorial/04,EDUA11288_SS1_FLEX_2024/5,Thursday,780.0,890.0,Thursday,,780.0,890.0,,,,,False,False,False,30.0,6,False,,,,,timeslot_room_conflict
central_only,E:NAEJH3ZNIB-00001,PGDE Secondary - Professional Studies Tutorial/03,EDUA11288_SS1_FLEX_2024/5,Thursday,780.0,890.0,Thursday,,780.0,890.0,,,,,False,False,False,30.0,5,False,,,,,timeslot_room_conflict
central_only,E:H67ZNWOGWZ-00004,PGDE Secondary - Professional Studies Tutorial/05,EDUA11288_SS1_FLEX_2024/5,Thursday,840.0,950.0,Thursday,,840.0,950.0,,,,,False,False,False,30.0,2,False,,,,,timeslot_room_conflict
central_only,E:VHETL8E6FW-00004,PGDE Secondary - Professional Studies Tutorial/01,EDUA11288_SS1_FLEX_2024/5,Thursday,840.0,950.0,Thursday,,840.0,950.0,,,,,False,False,False,30.0,2,False,,,,,timeslot_room_conflict
central_only,E:3NMU9BZ5MU-00004,PGDE Secondary - Professional Studies Tutorial/06,EDUA11288_SS1_FLEX_2024/5,Thursday,840.0,950.0,Thursday,,840.0,950.0,,,,,False,False,False,30.0,2,False,,,,,timeslot_room_conflict
central_only,E:SV7LNBE9CQ,IFP - Living and Learning in Britain A,LLLJ07016_SS1_YR_2024/5,Thursday,540.0,630.0,Thursday,,540.0,630.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:HA1ANMLTMX,IFP - Living and Learning in Britain B,LLLJ07016_SS1_YR_2024/5,Thursday,660.0,750.0,Thursday,,660.0,750.0,,,,,False,False,False,30.0,10,False,,,,,timeslot_room_conflict
central_only,E:AID7L6QHO6,IFP - Living and Learning in Britain C,"LLLJ07016_SS1_YR_2024/5, COL_IFP_2024/5",Thursday,780.0,870.0,Thursday,,780.0,870.0,,,,,False,False,False,30.0,11,False,,,,,timeslot_room_conflict
central_only,E:SS95Z8GLGR,EDS2A - Workshop/D,EDUA08099_SV1_SEM1_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,28.0,10,False,,,,,timeslot_room_conflict
central_only,E:75CBUX7HNW-00003,PECP3: National Awards - Seminar/A,EDUA10180_SS1_YR_2024/5,Wednesday,660.0,770.0,Wednesday,,660.0,770.0,,,,,False,False,False,28.0,11,False,,,,,timeslot_room_conflict
central_only,E:FDZ9JRXR2M-00003,PECP3: National Awards - Seminar/B,EDUA10180_SS1_YR_2024/5,Wednesday,660.0,770.0,Wednesday,,660.0,770.0,,,,,False,False,False,28.0,11,False,,,,,timeslot_room_conflict
central_only,E:CDDUFSDPWH-00003,PECP3: National Awards - Seminar/C,EDUA10180_SS1_YR_2024/5,Wednesday,660.0,770.0,Wednesday,,660.0,770.0,,,,,False,False,False,28.0,11,False,,,,,timeslot_room_conflict
central_only,E:6PTXX4N526,WBH2 - Problem Based Learning - Group PBL1/C09,MBCH09021_SS1_YR_2024/5,Thursday,600.0,690.0,Thursday,,600.0,690.0,,,,,False,False,False,28.0,6,False,,,,,timeslot_room_conflict
central_only,E:6PTXX4N526-00001,WBH2 - Problem Based Learning - Group PBL1/C10,MBCH09021_SS1_YR_2024/5,Thursday,690.0,780.0,Thursday,,690.0,780.0,,,,,False,False,False,28.0,6,False,,,,,timeslot_room_conflict
central_only,E:NFQYLBEKF2,MAFA Research 5 - Seminar,HIAR10103_SS1_YR_2024/5,Thursday,540.0,1020.0,Thursday,,540.0,1020.0,,,,,False,False,False,25.0,1,False,,,,,timeslot_room_conflict
central_only,E:C3Y39D7LQA-00001,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/03	,EDUA08120_SV1_SEM1_2024/5,Tuesday,540.0,780.0,Tuesday,,540.0,780.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:5I4ZC6MSV9-00001,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/02	,EDUA08120_SV1_SEM1_2024/5,Tuesday,540.0,780.0,Tuesday,,540.0,780.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:R9A4TX9EOU-00001,Physical Culture: Philosophical and Sociological Perspectives 2 - Seminar/03,EDUA08119_SV1_SEM2_2024/5,Tuesday,540.0,780.0,Tuesday,,540.0,780.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:R65H158FKF-00001,Physical Culture: Philosophical and Sociological Perspectives 2 - Seminar/04,EDUA08119_SV1_SEM2_2024/5,Tuesday,540.0,780.0,Tuesday,,540.0,780.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:SGKEHI8AGU-00001,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/04	,EDUA08120_SV1_SEM1_2024/5,Tuesday,540.0,780.0,Tuesday,,540.0,780.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:OMAYLRTMYP-00001,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/01	,EDUA08120_SV1_SEM1_2024/5,Tuesday,540.0,780.0,Tuesday,,540.0,780.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:JL4L7AUGLK,Applying Sport Science 3 - Lecture,SPRT10037_SV1_SEM1_2024/5,Tuesday,540.0,720.0,Tuesday,,540.0,720.0,,,,,False,False,False,25.0,7,False,,,,,timeslot_room_conflict
central_only,E:SGKEHI8AGU,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/04	,EDUA08120_SV1_SEM1_2024/5,Tuesday,600.0,780.0,Tuesday,,600.0,780.0,,,,,False,False,False,25.0,2,False,,,,,timeslot_room_conflict
central_only,E:5I4ZC6MSV9,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/02	,EDUA08120_SV1_SEM1_2024/5,Tuesday,600.0,780.0,Tuesday,,600.0,780.0,,,,,False,False,False,25.0,2,False,,,,,timeslot_room_conflict
central_only,E:C3Y39D7LQA,Physical Culture: Philosophical and Sociological Perspectives 1- Seminar/03	,EDUA08120_SV1_SEM1_2024/5,Tuesday,600.0,780.0,Tuesday,,600.0,780.0,,,,,False,False,False,25.0,2,False,,,,,timeslot_room_conflict
central_only,E:KUD2AHUU2X-00008-00001,Dimensions of Teaching - Workshop/04,EDUA11441_SS1_SEM1_2024/5,Thursday,540.0,720.0,Thursday,,540.0,720.0,,,,,False,False,False,25.0,1,False,,,,,timeslot_room_conflict
central_only,E:JW3MB8LDHX,Second Language Teacher Education - Workshop/01,EDUA11284_SV1_SEM2_2024/5,Tuesday,660.0,830.0,Tuesday,,660.0,830.0,,,,,False,False,False,25.0,9,False,,,,,timeslot_room_conflict
central_only,E:92CF9N1MIF-00001,"Educational Studies 1b: Teaching, learning and the Curriculum for Excellence - Workshop/04",EDUA08100_SV1_SEM2_2024/5,Tuesday,780.0,950.0,Tuesday,,780.0,950.0,,,,,False,False,False,25.0,3,False,,,,,timeslot_room_conflict
central_only,E:48LWKAALP1,CSDiE- Lecture & workshop,EDUA10150_SV1_SEM2_2024/5,Tuesday,810.0,960.0,Tuesday,,810.0,960.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:QBB3LQZ3KJ,The Nature of Enquiry - Lecture,REDU11002_SV1_SEM1_2024/5,Tuesday,600.0,720.0,Tuesday,,600.0,720.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:BM6RPVG45N-00002,"Educational Studies 1b: Teaching, learning and the Curriculum for Excellence - Workshop/02	",EDUA08100_SV1_SEM2_2024/5,Tuesday,600.0,720.0,Tuesday,,600.0,720.0,,,,,False,False,False,25.0,3,False,,,,,timeslot_room_conflict
central_only,E:1ONY8FGIGE,Educational Studies 3: Teaching for Social Justice - Workshop 1/Group A	,EDUA10193_SS1_SEM2_2024/5,Tuesday,600.0,720.0,Tuesday,,600.0,720.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:PSX2C7PFL6,Technology and Environment: Principles - Workshop/01,ARCH08002_SS1_SEM2_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:JOWRF6MGSQ,Health and Wellbeing 2 - Seminar/01,EDUA08118_SV1_SEM2_2024/5,Wednesday,600.0,720.0,Wednesday,,600.0,720.0,,,,,False,False,False,25.0,4,False,,,,,timeslot_room_conflict
central_only,E:44ONFQWNX1,"Text, Discourse and Language Teaching - Workshop/01",EDUA11233_SV1_SEM2_2024/5,Thursday,600.0,720.0,Thursday,,600.0,720.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:GOQAEXSE7O,TESOL Methodology - Workshop/01,EDUA11329_SS1_SEM1_2024/5,Thursday,600.0,720.0,Thursday,,600.0,720.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:FBRLFHWN8U,Education for the Environment and Sustainability - Workshop,EDUA11450_SV1_SEM2_2024/5,Thursday,600.0,720.0,Thursday,,600.0,720.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:JYYDCC6KON,TESOL Methodology - Workshop/05,EDUA11329_SS1_SEM1_2024/5,Thursday,600.0,720.0,Thursday,,600.0,720.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:I8YXELM8LR,TESOL Methodology - Workshop/11,EDUA11329_SS1_SEM1_2024/5,Thursday,840.0,960.0,Thursday,,840.0,960.0,,,,,False,False,False,25.0,6,False,,,,,timeslot_room_conflict
central_only,E:X2OQXDRU96,Health and Wellbeing 1 - Course Seminar Group/02,EDUA08117_SV1_SEM1_2024/5,Friday,600.0,720.0,Friday,,600.0,720.0,,,,,False,False,False,25.0,9,False,,,,,timeslot_room_conflict
central_only,E:GXWAVR7P6Y,Health and Wellbeing 1 - Course Seminar Group/01,EDUA08117_SV1_SEM1_2024/5,Friday,600.0,720.0,Friday,,600.0,720.0,,,,,False,False,False,25.0,9,False,,,,,timeslot_room_conflict
central_only,E:I8DB3LTLZC,Health and Wellbeing 1 - Course Seminar Group/04,EDUA08117_SV1_SEM1_2024/5,Friday,600.0,720.0,Friday,,600.0,720.0,,,,,False,False,False,25.0,7,False,,,,,timeslot_room_conflict
central_only,E:8K9GNI3J7K,Education for All - Discussion Workshop,EDUA11236_SV1_SEM1_2024/5,Monday,780.0,890.0,Monday,,780.0,890.0,,,,,False,False,False,25.0,11,False,,,,,timeslot_room_conflict
central_only,E:ZUYUKYXYST,Autism and Developmental Disabilities Workshop/02,EDUA11405_SV1_SEM2_2024/5,Monday,840.0,950.0,Monday,,840.0,950.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:AC964SLJFZ,Critical Topics In Intercultural Communication Studies - Workshop/03,EDUA11440_SV1_SEM1_2024/5,Tuesday,540.0,650.0,Tuesday,,540.0,650.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:4OMC9DUHY8,Critical Topics In Intercultural Communication Studies - Workshop/01,EDUA11440_SV1_SEM1_2024/5,Tuesday,540.0,650.0,Tuesday,,540.0,650.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:UJDD2BEQ7H,Conditioning Physiology - Lecture,EDUA11053_SV1_SEM1_2024/5,Tuesday,600.0,710.0,Tuesday,,600.0,710.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:K2DMM98FCH,Investigating Individual Learner Differences - Workshop/01,EDUA11282_SS1_SEM2_2024/5,Tuesday,600.0,710.0,Tuesday,,600.0,710.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:ICAYK9HDZR,Language and the Learner - (LE) Workshop/13,EDUA11248_SV1_SEM1_2024/5,Tuesday,660.0,770.0,Tuesday,,660.0,770.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:R65H158FKF,Physical Culture: Philosophical and Sociological Perspectives 2 - Seminar/04,EDUA08119_SV1_SEM2_2024/5,Tuesday,660.0,770.0,Tuesday,,660.0,770.0,,,,,False,False,False,25.0,2,False,,,,,timeslot_room_conflict
central_only,E:Z2D9TAC6OJ,Psychology Of Learning And Teaching - Lecture & Workshops/01,EDUA11354_SV1_SEM2_2024/5,Tuesday,660.0,770.0,Tuesday,,660.0,770.0,,,,,False,False,False,25.0,4,False,,,,,timeslot_room_conflict
central_only,E:6MWOXEYKJ3,Language and the Learner - (TESOL) Workshop/05,EDUA11248_SV1_SEM1_2024/5,Tuesday,780.0,890.0,Tuesday,,780.0,890.0,,,,,False,False,False,25.0,9,False,,,,,timeslot_room_conflict
central_only,E:OXSL1Q9JE2-00002,"Educational Studies 1b: Teaching, learning and the Curriculum for Excellence - Workshop/03	",EDUA08100_SV1_SEM2_2024/5,Tuesday,780.0,890.0,Tuesday,,780.0,890.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:AJSD55WFZ3,Educational Studies 3: Teaching for Social Justice - Workshop/C,EDUA10193_SS1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:128G1ZVOSB,Language and the Learner - (LE) Workshop/16,EDUA11248_SV1_SEM1_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:KOPUSXNC6F,Educational Studies 3: Teaching for Social Justice - Workshop/A,EDUA10193_SS1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:5GF35J6HYE,Strength and Conditioning for Specific Populations Lecture,SPRT11013_SS1_SEM1_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,11,False,,,,,timeslot_room_conflict
central_only,E:IKEX5U443C,Educational Studies 3: Teaching for Social Justice - Workshop/B,EDUA10193_SS1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:GI2JRC15IT,Qualitative Data Research - Workshop/01,REDU11028_SV1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,3,False,,,,,timeslot_room_conflict
central_only,E:G973PDIYAK,Qualitative Data Research - Workshop/01,REDU11028_SV1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:1MEYMKQ67T,Language Awareness for Second Language Teachers - Workshop/01	,EDUA11283_SS1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:FD8VFN5SXA,Educational Studies 3: Teaching for Social Justice - Workshop/D,EDUA10193_SS1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,5,False,,,,,timeslot_room_conflict
central_only,E:6YYM42U2CV,Language Awareness for Second Language Teachers - Workshop/02,EDUA11283_SS1_SEM2_2024/5,Tuesday,840.0,950.0,Tuesday,,840.0,950.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:6Y47USWRUF,Language and Intercultural Communication Pedagogy - Workshop/01,EDUA11413_SS1_SEM1_2024/5,Wednesday,540.0,650.0,Wednesday,,540.0,650.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
central_only,E:3FCXPSNVZQ,Investigating Individual Learner Differences - Workshop/06,EDUA11282_SS1_SEM2_2024/5,Wednesday,540.0,650.0,Wednesday,,540.0,650.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:LAJYAOFS8K,Professional Practice - Workshop/01	,EDUA11048_SV1_SEM1_2024/5,Wednesday,540.0,650.0,Wednesday,,540.0,650.0,,,,,False,False,False,25.0,9,False,,,,,timeslot_room_conflict
central_only,E:NO68OJR8EW,Investigating Individual Learner Differences - Workshop/05,EDUA11282_SS1_SEM2_2024/5,Wednesday,540.0,650.0,Wednesday,,540.0,650.0,,,,,False,False,False,25.0,10,False,,,,,timeslot_room_conflict
central_only,E:NSC5F7NYL3,Language and the Learner - (LE) Workshop/14,EDUA11248_SV1_SEM1_2024/5,Wednesday,540.0,650.0,Wednesday,,540.0,650.0,,,,,False,False,False,25.0,8,False,,,,,timeslot_room_conflict
